8.584313725490196134e+01	8.584313725490196134e+01	8.660784313725490335e+01
8.541176470588234793e+01	8.541176470588234793e+01	8.694117647058823195e+01
8.498039215686274872e+01	8.498039215686274872e+01	8.690196078431372939e+01
8.454901960784313530e+01	8.454901960784313530e+01	8.707843137254901933e+01
8.411764705882352189e+01	8.411764705882352189e+01	8.715686274509803866e+01
8.368627450980392268e+01	8.368627450980392268e+01	8.723529411764705799e+01
8.325490196078430927e+01	8.325490196078430927e+01	8.768627450980392268e+01
8.282352941176471006e+01	8.282352941176471006e+01	8.774509803921569073e+01
8.239215686274509665e+01	8.239215686274509665e+01	8.837254901960784537e+01
8.196078431372548323e+01	8.198039215686274872e+01	8.839215686274509665e+01
8.158823529411765207e+01	8.156862745098038658e+01	8.849019607843136725e+01
8.121568627450980671e+01	8.115686274509803866e+01	8.852941176470588402e+01
8.086274509803921262e+01	8.074509803921569073e+01	8.856862745098038658e+01
8.056862745098038658e+01	8.031372549019607732e+01	8.898039215686274872e+01
8.029411764705882604e+01	7.988235294117646390e+01	8.931372549019607732e+01
7.994117647058823195e+01	7.950980392156863275e+01	8.943137254901961342e+01
7.964705882352940591e+01	7.913725490196078738e+01	8.950980392156863275e+01
7.935294117647059409e+01	7.872549019607842524e+01	8.947058823529411598e+01
7.905882352941176805e+01	7.837254901960784537e+01	8.964705882352940591e+01
7.874509803921569073e+01	7.800000000000000000e+01	8.990196078431372939e+01
7.847058823529411598e+01	7.770588235294117396e+01	9.037254901960784537e+01
7.819607843137254122e+01	7.745098039215686470e+01	9.101960784313725128e+01
7.796078431372548323e+01	7.715686274509803866e+01	9.131372549019607732e+01
7.766666666666667140e+01	7.688235294117646390e+01	9.133333333333332860e+01
7.733333333333332860e+01	7.660784313725490335e+01	9.149019607843136725e+01
7.703921568627450256e+01	7.635294117647059409e+01	9.221568627450980671e+01
7.682352941176471006e+01	7.609803921568627061e+01	9.258823529411765207e+01
7.666666666666667140e+01	7.584313725490196134e+01	9.286274509803921262e+01
7.641176470588234793e+01	7.552941176470588402e+01	9.350980392156863275e+01
7.611764705882352189e+01	7.523529411764705799e+01	9.392156862745098067e+01
7.584313725490196134e+01	7.498039215686274872e+01	9.449019607843136725e+01
7.554901960784313530e+01	7.472549019607842524e+01	9.535294117647057988e+01
7.529411764705882604e+01	7.445098039215686470e+01	9.780392156862744457e+01
7.507843137254901933e+01	7.417647058823528994e+01	9.868627450980392268e+01
7.480392156862744457e+01	7.392156862745098067e+01	9.901960784313725128e+01
7.452941176470588402e+01	7.368627450980392268e+01	9.974509803921569073e+01
7.431372549019607732e+01	7.345098039215686470e+01	1.022549019607843093e+02
7.405882352941176805e+01	7.315686274509803866e+01	1.031568627450980387e+02
7.384313725490196134e+01	7.294117647058823195e+01	1.034901960784313673e+02
7.356862745098038658e+01	7.268627450980392268e+01	1.052156862745098067e+02
7.327450980392156055e+01	7.243137254901961342e+01	1.068431372549019613e+02
7.301960784313725128e+01	7.219607843137254122e+01	1.072745098039215605e+02
7.270588235294117396e+01	7.198039215686274872e+01	1.081176470588235219e+02
7.237254901960784537e+01	7.172549019607842524e+01	1.127058823529411740e+02
7.205882352941176805e+01	7.150980392156863275e+01	1.134509803921568647e+02
7.170588235294117396e+01	7.121568627450980671e+01	1.151176470588235219e+02
7.141176470588234793e+01	7.096078431372548323e+01	1.163725490196078454e+02
7.117647058823528994e+01	7.068627450980392268e+01	1.189019607843137294e+02
7.092156862745098067e+01	7.039215686274509665e+01	1.195098039215686327e+02
7.072549019607842524e+01	7.007843137254901933e+01	1.196666666666666714e+02
7.041176470588234793e+01	6.974509803921569073e+01	1.209019607843137294e+02
7.015686274509803866e+01	6.949019607843136725e+01	1.213921568627450966e+02
6.992156862745098067e+01	6.925490196078430927e+01	1.235490196078431353e+02
6.964705882352940591e+01	6.901960784313725128e+01	1.247254901960784252e+02
6.945098039215686470e+01	6.872549019607842524e+01	1.256274509803921546e+02
6.921568627450980671e+01	6.847058823529411598e+01	1.265294117647058840e+02
6.898039215686274872e+01	6.819607843137254122e+01	1.309215686274509665e+02
6.876470588235294201e+01	6.790196078431372939e+01	1.338823529411764639e+02
6.864705882352940591e+01	6.760784313725490335e+01	1.349803921568627345e+02
6.841176470588234793e+01	6.737254901960784537e+01	1.370588235294117680e+02
6.821568627450980671e+01	6.715686274509803866e+01	1.379215686274509665e+02
6.800000000000000000e+01	6.690196078431372939e+01	1.387843137254901933e+02
6.788235294117646390e+01	6.666666666666667140e+01	1.398627450980392268e+02
6.766666666666667140e+01	6.643137254901961342e+01	1.409411764705882320e+02
6.745098039215686470e+01	6.617647058823528994e+01	1.448235294117646959e+02
6.747058823529411598e+01	6.592156862745098067e+01	1.508823529411764639e+02
6.735294117647059409e+01	6.566666666666667140e+01	1.566666666666666572e+02
6.725490196078430927e+01	6.545098039215686470e+01	1.571176470588235361e+02
6.733333333333332860e+01	6.523529411764705799e+01	1.601372549019607732e+02
6.711764705882352189e+01	6.500000000000000000e+01	1.615490196078431211e+02
6.709803921568627061e+01	6.476470588235294201e+01	1.651960784313725412e+02
6.707843137254901933e+01	6.452941176470588402e+01	1.741372549019607732e+02
6.709803921568627061e+01	6.435294117647059409e+01	1.821960784313725412e+02
6.717647058823528994e+01	6.415686274509803866e+01	1.865490196078431211e+02
6.717647058823528994e+01	6.398039215686274161e+01	1.935294117647058840e+02
6.727450980392157476e+01	6.380392156862745168e+01	2.041568627450980387e+02
6.723529411764705799e+01	6.364705882352941302e+01	2.139215686274509665e+02
6.721568627450980671e+01	6.347058823529411598e+01	2.173725490196078454e+02
6.707843137254901933e+01	6.325490196078431637e+01	2.264705882352941160e+02
6.709803921568627061e+01	6.305882352941176094e+01	2.295686274509803866e+02
6.721568627450980671e+01	6.288235294117647101e+01	2.346470588235294201e+02
6.723529411764705799e+01	6.274509803921568363e+01	2.435294117647058840e+02
6.725490196078430927e+01	6.260784313725490335e+01	2.519019607843137294e+02
6.741176470588234793e+01	6.247058823529411598e+01	2.547058823529411598e+02
6.731372549019607732e+01	6.239215686274509665e+01	2.660392156862745310e+02
6.745098039215686470e+01	6.229411764705882604e+01	2.705098039215686185e+02
6.756862745098038658e+01	6.221568627450979960e+01	2.860196078431372371e+02
6.747058823529411598e+01	6.213725490196078027e+01	2.958235294117646959e+02
6.749019607843136725e+01	6.203921568627450966e+01	3.010588235294117680e+02
6.766666666666667140e+01	6.194117647058823195e+01	3.189607843137254690e+02
6.758823529411765207e+01	6.186274509803921262e+01	3.226078431372549176e+02
6.792156862745098067e+01	6.174509803921568363e+01	3.394705882352940876e+02
6.811764705882352189e+01	6.166666666666666430e+01	3.405098039215686185e+02
